user_id,recency,frequency,monetary,last_trip_time,rfm_score,segments
R02514,11,22,334.39,2025-04-17,11,Regular Commuters
R02515,40,16,268.04,2025-03-19,4,At Risk Users
R02516,2,23,337.54,2025-04-26,13,High‑Value Loyalists
R02517,7,19,278.76,2025-04-21,8,Occasional Riders
R02518,16,13,178.59,2025-04-12,5,At Risk Users
R02519,2,17,267.17,2025-04-26,9,Regular Commuters
R02520,6,22,314.43,2025-04-22,11,Regular Commuters
R02521,2,19,319.95,2025-04-26,10,Regular Commuters
R02522,30,16,262.63,2025-03-29,5,At Risk Users
R02523,35,23,324.04,2025-03-24,9,Regular Commuters
R02524,36,17,275.34,2025-03-23,5,At Risk Users
R02525,7,33,444.56,2025-04-21,14,High‑Value Loyalists
R02526,19,20,291.37,2025-04-09,8,Occasional Riders
R02527,2,21,344.42,2025-04-26,12,High‑Value Loyalists
R02528,33,17,255.43,2025-03-26,5,At Risk Users
R02529,64,21,348.01,2025-02-23,8,Occasional Riders
R02530,8,19,277.25,2025-04-20,8,Occasional Riders
R02531,15,29,436.23,2025-04-13,13,High‑Value Loyalists
R02532,10,25,362.15999999999997,2025-04-18,13,High‑Value Loyalists
R02533,26,28,544.76,2025-04-02,12,High‑Value Loyalists
R02534,38,17,259.07,2025-03-21,5,At Risk Users
R02535,23,12,245.65,2025-04-05,5,At Risk Users
R02536,32,20,329.87,2025-03-27,8,Occasional Riders
R02537,16,19,272.92,2025-04-12,7,Occasional Riders
R02538,47,18,287.5,2025-03-12,6,Occasional Riders
R02539,41,10,173.35,2025-03-18,3,At Risk Users
R02540,7,15,209.66,2025-04-21,6,Occasional Riders
R02541,26,21,298.38,2025-04-02,8,Occasional Riders
R02542,9,20,311.99,2025-04-19,10,Regular Commuters
R02543,23,14,220.04,2025-04-05,4,At Risk Users
R02544,42,18,298.71,2025-03-17,6,Occasional Riders
R02545,17,23,407.06,2025-04-11,12,High‑Value Loyalists
R02546,15,14,211.12,2025-04-13,5,At Risk Users
R02547,15,25,405.15,2025-04-12,13,High‑Value Loyalists
R02548,25,14,194.03,2025-04-03,4,At Risk Users
R02549,45,18,258.93,2025-03-14,5,At Risk Users
R02550,9,21,341.76,2025-04-19,11,Regular Commuters
R02551,1,22,347.78,2025-04-27,13,High‑Value Loyalists
R02552,5,15,224.24,2025-04-23,7,Occasional Riders
R02553,154,15,253.11,2024-11-25,4,At Risk Users
R02554,29,24,376.27,2025-03-30,11,Regular Commuters
R02555,41,18,301.42,2025-03-18,6,Occasional Riders
R02556,7,25,397.61,2025-04-21,14,High‑Value Loyalists
R02557,16,22,336.28,2025-04-12,11,Regular Commuters
R02558,2,21,336.89,2025-04-26,12,High‑Value Loyalists
R02559,11,22,311.49,2025-04-17,10,Regular Commuters
R02560,15,17,285.21,2025-04-13,7,Occasional Riders
R02561,14,22,328.31,2025-04-14,11,Regular Commuters
R02562,56,16,215.02,2025-03-03,3,At Risk Users
R02563,16,24,331.21,2025-04-12,11,Regular Commuters
R02564,34,23,334.62,2025-03-25,9,Regular Commuters
R02565,2,13,222.14000000000001,2025-04-26,7,Occasional Riders
R02566,5,20,335.96999999999997,2025-04-23,12,High‑Value Loyalists
R02567,6,23,348.15,2025-04-22,12,High‑Value Loyalists
R02568,17,15,231.14000000000001,2025-04-11,5,At Risk Users
R02569,6,21,378.63,2025-04-22,12,High‑Value Loyalists
R02570,6,22,353.15,2025-04-22,12,High‑Value Loyalists
R02571,2,23,412.03000000000003,2025-04-26,14,High‑Value Loyalists
R02572,5,24,399.81,2025-04-23,14,High‑Value Loyalists
R02573,3,22,309.34000000000003,2025-04-25,12,High‑Value Loyalists
R02574,1,24,337.72,2025-04-27,13,High‑Value Loyalists
R02575,15,21,296.11,2025-04-13,9,Regular Commuters
R02576,7,17,281.75,2025-04-21,8,Occasional Riders
R02577,15,21,312.73,2025-04-13,9,Regular Commuters
R02578,11,13,195.0,2025-04-17,5,At Risk Users
R02579,3,21,388.06,2025-04-25,13,High‑Value Loyalists
R02580,20,22,370.79,2025-04-08,11,Regular Commuters
R02581,17,14,260.78,2025-04-11,6,Occasional Riders
R02582,23,18,275.33,2025-04-05,6,Occasional Riders
R02583,15,19,249.4,2025-04-13,7,Occasional Riders
R02584,4,21,343.96,2025-04-24,12,High‑Value Loyalists
R02585,15,18,300.44,2025-04-13,8,Occasional Riders
R02586,8,19,337.69,2025-04-20,10,Regular Commuters
R02587,36,22,348.8,2025-03-23,9,Regular Commuters
R02588,4,23,297.29,2025-04-24,12,High‑Value Loyalists
R02589,4,25,380.91,2025-04-24,15,High‑Value Loyalists
R02590,4,26,394.78000000000003,2025-04-24,15,High‑Value Loyalists
R02591,9,18,249.38,2025-04-19,8,Occasional Riders
R02592,35,21,313.03,2025-03-24,7,Occasional Riders
R02593,12,27,398.87,2025-04-16,13,High‑Value Loyalists
R02594,9,24,361.7,2025-04-19,12,High‑Value Loyalists
R02595,6,23,409.63,2025-04-22,13,High‑Value Loyalists
R02596,9,24,357.73,2025-04-19,12,High‑Value Loyalists
R02597,6,26,425.57,2025-04-22,14,High‑Value Loyalists
R02598,4,21,320.23,2025-04-24,11,Regular Commuters
R02599,5,14,203.56,2025-04-23,7,Occasional Riders
R02600,3,15,227.77,2025-04-25,7,Occasional Riders
R02601,66,19,275.69,2025-02-21,5,At Risk Users
R02602,5,18,267.69,2025-04-23,9,Regular Commuters
R02603,29,20,333.82,2025-03-30,9,Regular Commuters
R02604,8,20,272.0,2025-04-20,9,Regular Commuters
R02605,14,21,320.38,2025-04-14,9,Regular Commuters
R02606,7,24,404.75,2025-04-21,13,High‑Value Loyalists
R02607,39,23,349.33,2025-03-20,9,Regular Commuters
R02608,13,17,232.97,2025-04-15,6,Occasional Riders
R02609,67,15,259.04,2025-02-20,4,At Risk Users
R02610,2,22,271.48,2025-04-26,11,Regular Commuters
R02611,6,14,212.55,2025-04-22,6,Occasional Riders
R02612,37,21,376.49,2025-03-22,9,Regular Commuters
R02613,4,16,242.61,2025-04-24,7,Occasional Riders
R02614,19,20,326.06,2025-04-09,9,Regular Commuters
R02615,16,21,333.77,2025-04-12,10,Regular Commuters
R02616,4,25,405.59000000000003,2025-04-24,15,High‑Value Loyalists
R02617,25,25,387.47,2025-04-03,12,High‑Value Loyalists
R02618,14,13,204.28,2025-04-13,5,At Risk Users
R02619,18,20,311.9,2025-04-10,9,Regular Commuters
R02620,16,24,321.29,2025-04-12,10,Regular Commuters
R02621,16,16,286.88,2025-04-12,7,Occasional Riders
R02622,13,25,364.09000000000003,2025-04-15,12,High‑Value Loyalists
R02623,3,19,336.32,2025-04-25,11,Regular Commuters
R02624,32,21,278.08,2025-03-27,6,Occasional Riders
R02625,8,22,366.65999999999997,2025-04-20,12,High‑Value Loyalists
R02626,1,16,205.6,2025-04-27,7,Occasional Riders
R02627,61,19,247.64,2025-02-26,5,At Risk Users
R02628,9,21,291.41,2025-04-19,10,Regular Commuters
R02629,3,17,256.25,2025-04-25,9,Regular Commuters
R02630,35,11,161.54,2025-03-24,3,At Risk Users
R02631,2,22,364.7,2025-04-26,13,High‑Value Loyalists
R02632,6,20,296.68,2025-04-22,10,Regular Commuters
R02633,19,24,418.32,2025-04-09,11,Regular Commuters
R02634,21,25,331.06,2025-04-07,11,Regular Commuters
R02635,15,18,252.32999999999998,2025-04-13,7,Occasional Riders
R02636,5,16,243.33,2025-04-23,7,Occasional Riders
R02637,17,13,236.57999999999998,2025-04-11,5,At Risk Users
R02638,2,18,270.03,2025-04-26,9,Regular Commuters
R02639,17,24,357.7,2025-04-11,11,Regular Commuters
R02640,89,19,316.59,2025-01-29,6,Occasional Riders
R02641,2,18,281.38,2025-04-26,9,Regular Commuters
R02642,2,29,475.44,2025-04-26,15,High‑Value Loyalists
R02643,6,29,475.92,2025-04-22,14,High‑Value Loyalists
R02644,4,25,424.54,2025-04-24,15,High‑Value Loyalists
R02645,30,16,220.08,2025-03-29,4,At Risk Users
R02646,6,18,273.62,2025-04-22,8,Occasional Riders
R02647,19,19,292.8,2025-04-09,7,Occasional Riders
R02648,6,26,449.25,2025-04-22,14,High‑Value Loyalists
R02649,9,16,241.83,2025-04-19,6,Occasional Riders
R02650,12,27,382.62,2025-04-16,13,High‑Value Loyalists
R02651,16,28,381.05,2025-04-12,13,High‑Value Loyalists
R02652,2,21,292.61,2025-04-25,11,Regular Commuters
R02653,11,20,276.54,2025-04-17,8,Occasional Riders
R02654,23,22,351.65999999999997,2025-04-05,10,Regular Commuters
R02655,2,23,399.97,2025-04-26,14,High‑Value Loyalists
R02656,36,19,307.46,2025-03-23,6,Occasional Riders
R02657,17,23,332.24,2025-04-11,11,Regular Commuters
R02658,5,22,314.26,2025-04-23,12,High‑Value Loyalists
R02659,6,25,363.01,2025-04-22,13,High‑Value Loyalists
R02660,17,16,222.14,2025-04-11,5,At Risk Users
R02661,41,21,309.6,2025-03-18,7,Occasional Riders
R02662,10,18,280.2,2025-04-18,8,Occasional Riders
R02663,14,28,459.27,2025-04-14,13,High‑Value Loyalists
R02664,33,23,355.94,2025-03-26,9,Regular Commuters
R02665,23,23,356.51,2025-04-05,10,Regular Commuters
R02666,17,27,412.06,2025-04-11,13,High‑Value Loyalists
R02667,5,21,327.24,2025-04-23,12,High‑Value Loyalists
R02668,3,16,221.17,2025-04-25,7,Occasional Riders
R02669,17,14,196.22,2025-04-11,5,At Risk Users
R02670,13,21,275.25,2025-04-15,8,Occasional Riders
R02671,8,21,343.55,2025-04-20,11,Regular Commuters
R02672,43,19,254.43,2025-03-16,5,At Risk Users
R02673,21,19,288.05,2025-04-07,7,Occasional Riders
R02674,16,20,296.26,2025-04-12,9,Regular Commuters
R02675,15,19,244.75,2025-04-13,7,Occasional Riders
R02676,14,15,236.9,2025-04-14,5,At Risk Users
R02677,14,24,353.49,2025-04-14,11,Regular Commuters
R02678,11,23,357.9,2025-04-17,11,Regular Commuters
R02679,2,21,370.32,2025-04-26,13,High‑Value Loyalists
R02680,10,22,308.21,2025-04-18,11,Regular Commuters
R02681,52,10,150.35,2025-03-07,3,At Risk Users
R02682,56,25,354.6,2025-03-03,10,Regular Commuters
R02683,24,16,237.88,2025-04-04,4,At Risk Users
R02684,23,21,309.58,2025-04-05,8,Occasional Riders
R02685,10,17,250.62,2025-04-18,8,Occasional Riders
R02686,17,19,290.97,2025-04-11,8,Occasional Riders
R02687,9,15,219.62,2025-04-19,6,Occasional Riders
R02688,5,26,407.48,2025-04-23,15,High‑Value Loyalists
R02689,20,22,346.06,2025-04-08,10,Regular Commuters
R02690,3,25,398.18,2025-04-25,15,High‑Value Loyalists
R02691,3,14,268.40999999999997,2025-04-25,8,Occasional Riders
R02692,4,24,393.58,2025-04-24,14,High‑Value Loyalists
R02693,32,22,299.68,2025-03-27,8,Occasional Riders
R02694,32,27,404.76,2025-03-27,11,Regular Commuters
R02695,2,18,280.74,2025-04-26,9,Regular Commuters
R02696,11,15,235.86,2025-04-17,5,At Risk Users
R02697,9,25,356.31,2025-04-19,13,High‑Value Loyalists
R02698,3,19,291.85,2025-04-25,10,Regular Commuters
R02699,10,23,348.16,2025-04-18,12,High‑Value Loyalists
R02700,4,19,296.37,2025-04-24,10,Regular Commuters
R02701,2,17,261.87,2025-04-26,9,Regular Commuters
R02702,31,21,323.83,2025-03-28,8,Occasional Riders
R02703,51,18,259.05,2025-03-08,5,At Risk Users
R02704,12,21,285.90999999999997,2025-04-16,9,Regular Commuters
R02705,30,19,299.42,2025-03-29,7,Occasional Riders
R02706,7,25,376.28,2025-04-21,14,High‑Value Loyalists
R02707,5,17,226.23,2025-04-23,8,Occasional Riders
R02708,7,26,407.6,2025-04-21,14,High‑Value Loyalists
R02709,9,29,443.18,2025-04-19,14,High‑Value Loyalists
R02710,59,19,285.13,2025-02-28,5,At Risk Users
R02711,7,24,398.93,2025-04-21,13,High‑Value Loyalists
R02712,19,27,369.71,2025-04-09,11,Regular Commuters
R02713,38,23,339.99,2025-03-21,9,Regular Commuters
R02714,8,28,417.78000000000003,2025-04-20,14,High‑Value Loyalists
R02715,13,18,264.22,2025-04-15,7,Occasional Riders
R02716,28,18,292.95,2025-03-31,7,Occasional Riders
R02717,22,15,289.33,2025-04-06,6,Occasional Riders
R02718,9,15,210.05,2025-04-19,6,Occasional Riders
R02719,26,23,354.62,2025-04-02,10,Regular Commuters
R02720,4,27,383.16,2025-04-24,15,High‑Value Loyalists
R02721,4,19,275.96,2025-04-24,9,Regular Commuters
R02722,20,20,290.4,2025-04-08,8,Occasional Riders
R02723,4,19,274.92,2025-04-24,9,Regular Commuters
R02724,25,22,297.46,2025-04-03,9,Regular Commuters
R02725,7,20,301.90999999999997,2025-04-21,10,Regular Commuters
R02726,14,20,275.61,2025-04-14,8,Occasional Riders
R02727,21,22,344.86,2025-04-07,10,Regular Commuters
R02728,5,20,314.54,2025-04-23,11,Regular Commuters
R02729,28,23,313.25,2025-03-31,9,Regular Commuters
R02730,99,14,215.03,2025-01-19,3,At Risk Users
R02731,5,27,434.29,2025-04-23,15,High‑Value Loyalists
R02732,5,18,253.74,2025-04-23,9,Regular Commuters
R02733,32,16,249.95,2025-03-27,4,At Risk Users
R02734,17,22,320.18,2025-04-11,10,Regular Commuters
R02735,12,25,379.13,2025-04-16,13,High‑Value Loyalists
R02736,29,24,379.11,2025-03-30,11,Regular Commuters
R02737,17,17,239.9,2025-04-11,6,Occasional Riders
R02738,24,18,278.77,2025-04-04,6,Occasional Riders
R02739,16,14,241.38,2025-04-12,5,At Risk Users
R02740,3,25,381.95,2025-04-25,15,High‑Value Loyalists
R02741,58,21,358.33,2025-03-01,8,Occasional Riders
R02742,6,25,366.45,2025-04-22,13,High‑Value Loyalists
R02743,18,16,217.51,2025-04-10,5,At Risk Users
R02744,24,17,287.7,2025-04-04,7,Occasional Riders
R02745,92,14,192.93,2025-01-26,3,At Risk Users
R02746,15,20,309.63,2025-04-13,9,Regular Commuters
R02747,11,16,266.14,2025-04-17,6,Occasional Riders
R02748,8,23,424.68,2025-04-20,13,High‑Value Loyalists
R02749,2,18,246.95,2025-04-26,9,Regular Commuters
R02750,41,19,282.36,2025-03-18,5,At Risk Users
R02751,50,16,222.8,2025-03-09,3,At Risk Users
R02752,45,16,266.78,2025-03-14,4,At Risk Users
R02753,11,16,283.25,2025-04-17,6,Occasional Riders
R02754,15,12,180.66,2025-04-13,5,At Risk Users
R02755,3,19,266.0,2025-04-25,9,Regular Commuters
R02756,6,15,236.29,2025-04-22,6,Occasional Riders
R02757,8,20,355.1,2025-04-20,11,Regular Commuters
R02758,25,31,495.02,2025-04-03,12,High‑Value Loyalists
R02759,28,25,379.66,2025-03-31,12,High‑Value Loyalists
R02760,15,17,247.51,2025-04-13,7,Occasional Riders
R02761,10,18,272.54,2025-04-18,8,Occasional Riders
R02762,3,26,360.89,2025-04-25,14,High‑Value Loyalists
R02763,68,20,274.55,2025-02-19,6,Occasional Riders
R02764,11,27,393.67,2025-04-17,13,High‑Value Loyalists
R02765,23,24,354.36,2025-04-05,10,Regular Commuters
R02766,10,13,202.47,2025-04-18,6,Occasional Riders
R02767,11,24,393.19,2025-04-17,12,High‑Value Loyalists
R02768,5,24,368.21999999999997,2025-04-23,13,High‑Value Loyalists
R02769,33,20,326.85,2025-03-26,8,Occasional Riders
R02770,23,13,191.96,2025-04-05,4,At Risk Users
R02771,20,18,307.06,2025-04-08,7,Occasional Riders
R02772,5,22,353.51,2025-04-23,13,High‑Value Loyalists
R02773,51,17,299.86,2025-03-08,6,Occasional Riders
R02774,17,13,237.86,2025-04-11,5,At Risk Users
R02775,10,15,261.29,2025-04-18,7,Occasional Riders
R02776,35,14,216.75,2025-03-24,3,At Risk Users
R02777,1,19,320.34,2025-04-27,10,Regular Commuters
R02778,32,25,365.89,2025-03-27,10,Regular Commuters
R02779,5,22,329.13,2025-04-23,13,High‑Value Loyalists
R02780,6,29,421.18,2025-04-22,14,High‑Value Loyalists
R02781,5,19,272.24,2025-04-23,9,Regular Commuters
R02782,17,23,372.28,2025-04-11,12,High‑Value Loyalists
R02783,18,17,267.75,2025-04-10,7,Occasional Riders
R02784,91,12,132.37,2025-01-27,3,At Risk Users
R02785,13,18,312.77,2025-04-14,8,Occasional Riders
R02786,11,22,372.46,2025-04-17,12,High‑Value Loyalists
R02787,29,19,254.05,2025-03-30,6,Occasional Riders
R02788,13,18,295.15999999999997,2025-04-15,8,Occasional Riders
R02789,56,20,372.78,2025-03-03,9,Regular Commuters
R02790,1,17,201.68,2025-04-27,8,Occasional Riders
R02791,2,18,239.08,2025-04-26,8,Occasional Riders
R02792,38,22,319.02,2025-03-21,8,Occasional Riders
R02793,11,13,192.67,2025-04-17,5,At Risk Users
R02794,18,20,351.56,2025-04-10,10,Regular Commuters
R02795,12,22,324.66,2025-04-16,11,Regular Commuters
R02796,9,22,368.92,2025-04-19,12,High‑Value Loyalists
R02797,8,20,284.09,2025-04-20,9,Regular Commuters
R02798,14,23,378.3,2025-04-14,12,High‑Value Loyalists
R02799,6,25,388.41,2025-04-22,14,High‑Value Loyalists
R02800,19,16,252.55,2025-04-09,5,At Risk Users
R02801,14,23,377.18,2025-04-14,12,High‑Value Loyalists
R02802,4,17,265.44,2025-04-24,9,Regular Commuters
R02803,38,19,278.72,2025-03-21,5,At Risk Users
R02804,31,16,257.32,2025-03-28,4,At Risk Users
R02805,49,17,246.57,2025-03-10,5,At Risk Users
R02806,1,27,348.17,2025-04-27,14,High‑Value Loyalists
R02807,11,15,224.89,2025-04-17,5,At Risk Users
R02808,3,22,353.78,2025-04-25,13,High‑Value Loyalists
R02809,2,24,375.07,2025-04-26,14,High‑Value Loyalists
R02810,39,21,275.83,2025-03-20,6,Occasional Riders
R02811,5,16,265.15999999999997,2025-04-23,8,Occasional Riders
R02812,41,17,250.77,2025-03-18,5,At Risk Users
R02813,9,24,349.89,2025-04-19,12,High‑Value Loyalists
R02814,5,16,250.81,2025-04-23,8,Occasional Riders
R02815,18,18,257.83,2025-04-10,7,Occasional Riders
R02816,22,26,418.52,2025-04-06,12,High‑Value Loyalists
R02817,4,18,324.77,2025-04-24,11,Regular Commuters
R02818,14,20,291.13,2025-04-14,9,Regular Commuters
R02819,36,20,276.11,2025-03-23,6,Occasional Riders
R02820,11,15,223.49,2025-04-17,5,At Risk Users
R02821,49,23,344.19,2025-03-10,9,Regular Commuters
R02822,39,27,419.26,2025-03-20,11,Regular Commuters
R02823,22,21,311.26,2025-04-06,8,Occasional Riders
R02824,19,28,400.25,2025-04-09,12,High‑Value Loyalists
R02825,6,28,470.66,2025-04-22,14,High‑Value Loyalists
R02826,18,31,459.47,2025-04-10,13,High‑Value Loyalists
R02827,3,21,308.35,2025-04-25,11,Regular Commuters
R02828,28,21,368.77,2025-03-31,9,Regular Commuters
R02829,27,16,237.69,2025-04-01,4,At Risk Users
R02830,10,22,334.59999999999997,2025-04-18,12,High‑Value Loyalists
R02831,2,22,320.66,2025-04-26,12,High‑Value Loyalists
R02832,56,20,293.86,2025-03-03,7,Occasional Riders
R02833,11,23,342.59,2025-04-17,11,Regular Commuters
R02834,45,19,251.65,2025-03-14,5,At Risk Users
R02835,1,17,287.13,2025-04-27,10,Regular Commuters
R02836,31,20,297.5,2025-03-28,7,Occasional Riders
R02837,42,12,203.56,2025-03-17,3,At Risk Users
R02838,3,24,422.65999999999997,2025-04-25,14,High‑Value Loyalists
R02839,1,23,331.17,2025-04-27,13,High‑Value Loyalists
R02840,7,19,280.13,2025-04-21,8,Occasional Riders
R02841,15,31,437.97,2025-04-13,13,High‑Value Loyalists
R02842,12,13,185.81,2025-04-16,5,At Risk Users
R02843,8,20,332.97,2025-04-20,11,Regular Commuters
R02844,12,19,276.5,2025-04-16,7,Occasional Riders
R02845,13,16,217.11,2025-04-15,5,At Risk Users
R02846,31,22,391.19,2025-03-28,10,Regular Commuters
R02847,9,20,296.65,2025-04-19,10,Regular Commuters
R02848,15,15,216.43,2025-04-13,5,At Risk Users
R02849,21,13,206.84,2025-04-07,4,At Risk Users
R02850,38,22,360.4,2025-03-21,9,Regular Commuters
R02851,1,24,387.72,2025-04-27,14,High‑Value Loyalists
R02852,18,16,246.5,2025-04-10,6,Occasional Riders
R02853,9,24,310.2,2025-04-19,11,Regular Commuters
R02854,8,23,362.48,2025-04-20,12,High‑Value Loyalists
R02855,3,19,296.45,2025-04-25,10,Regular Commuters
R02856,32,16,251.54000000000002,2025-03-27,4,At Risk Users
R02857,36,19,289.79,2025-03-23,6,Occasional Riders
R02858,24,18,271.58,2025-04-04,6,Occasional Riders
R02859,4,14,249.23,2025-04-24,8,Occasional Riders
R02860,16,24,309.16,2025-04-12,10,Regular Commuters
R02861,2,13,192.76,2025-04-26,7,Occasional Riders
R02862,9,22,337.04,2025-04-19,12,High‑Value Loyalists
R02863,17,26,352.58,2025-04-11,12,High‑Value Loyalists
R02864,29,22,380.65,2025-03-30,11,Regular Commuters
R02865,9,24,374.27,2025-04-19,13,High‑Value Loyalists
R02866,7,25,370.54,2025-04-21,14,High‑Value Loyalists
R02867,17,15,258.72,2025-04-11,6,Occasional Riders
R02868,53,26,421.27,2025-03-06,11,Regular Commuters
R02869,7,23,379.36,2025-04-21,13,High‑Value Loyalists
R02870,4,14,211.07,2025-04-24,7,Occasional Riders
R02871,6,15,229.88,2025-04-22,6,Occasional Riders
R02872,14,13,185.14,2025-04-14,5,At Risk Users
R02873,31,23,341.02,2025-03-28,9,Regular Commuters
R02874,24,27,407.13,2025-04-04,12,High‑Value Loyalists
R02875,1,18,259.67,2025-04-27,9,Regular Commuters
R02876,27,29,393.15999999999997,2025-04-01,12,High‑Value Loyalists
R02877,9,22,335.99,2025-04-19,12,High‑Value Loyalists
R02878,1,20,273.13,2025-04-27,10,Regular Commuters
R02879,19,20,333.96,2025-04-09,9,Regular Commuters
R02880,37,15,260.71,2025-03-22,4,At Risk Users
R02881,6,18,321.72,2025-04-22,9,Regular Commuters
R02882,27,22,318.41,2025-04-01,9,Regular Commuters
R02883,1,19,297.26,2025-04-27,10,Regular Commuters
R02884,22,21,324.51,2025-04-06,9,Regular Commuters
R02885,19,15,289.0,2025-04-09,6,Occasional Riders
R02886,9,17,243.21,2025-04-19,7,Occasional Riders
R02887,6,18,260.62,2025-04-22,8,Occasional Riders
R02888,11,14,186.6,2025-04-17,5,At Risk Users
R02889,6,19,324.1,2025-04-22,10,Regular Commuters
R02890,50,19,267.52,2025-03-09,5,At Risk Users
R02891,53,20,283.54,2025-03-06,6,Occasional Riders
R02892,60,20,297.6,2025-02-27,7,Occasional Riders
R02893,4,26,398.75,2025-04-24,15,High‑Value Loyalists
R02894,78,19,260.9,2025-02-09,5,At Risk Users
R02895,56,22,378.44,2025-03-03,10,Regular Commuters
R02896,11,27,450.86,2025-04-17,13,High‑Value Loyalists
R02897,8,16,217.44,2025-04-20,6,Occasional Riders
R02898,4,19,324.84999999999997,2025-04-24,11,Regular Commuters
R02899,5,23,332.77,2025-04-23,13,High‑Value Loyalists
R02900,8,17,266.16,2025-04-20,8,Occasional Riders
R02901,20,20,253.09,2025-04-08,7,Occasional Riders
R02902,32,16,267.5,2025-03-27,4,At Risk Users
R02903,21,21,297.38,2025-04-07,8,Occasional Riders
R02904,3,16,256.17,2025-04-25,8,Occasional Riders
R02905,43,19,286.39,2025-03-16,6,Occasional Riders
R02906,21,22,368.81,2025-04-07,10,Regular Commuters
R02907,11,18,341.64,2025-04-17,9,Regular Commuters
R02908,20,21,321.21,2025-04-08,8,Occasional Riders
R02909,9,18,312.17,2025-04-19,9,Regular Commuters
R02910,47,13,207.3,2025-03-12,3,At Risk Users
R02911,6,18,267.05,2025-04-22,8,Occasional Riders
R02912,5,11,166.35,2025-04-23,7,Occasional Riders
R02913,4,25,392.18,2025-04-24,15,High‑Value Loyalists
R02914,29,19,333.03,2025-03-30,8,Occasional Riders
R02915,49,13,194.57,2025-03-10,3,At Risk Users
R02916,4,18,243.25,2025-04-24,8,Occasional Riders
R02917,32,22,282.88,2025-03-27,7,Occasional Riders
R02918,33,21,318.09999999999997,2025-03-26,7,Occasional Riders
R02919,48,22,371.53,2025-03-11,10,Regular Commuters
R02920,65,17,284.01,2025-02-22,5,At Risk Users
R02921,15,19,291.47,2025-04-13,8,Occasional Riders
R02922,46,16,284.81,2025-03-13,4,At Risk Users
R02923,19,19,272.25,2025-04-09,6,Occasional Riders
R02924,43,16,259.57,2025-03-16,4,At Risk Users
R02925,25,21,300.68,2025-04-03,8,Occasional Riders
R02926,2,18,237.94,2025-04-26,8,Occasional Riders
R02927,4,12,188.6,2025-04-24,7,Occasional Riders
R02928,53,15,250.02,2025-03-06,4,At Risk Users
R02929,11,18,267.18,2025-04-17,7,Occasional Riders
R02930,8,14,221.78,2025-04-20,6,Occasional Riders
R02931,17,23,344.17,2025-04-11,11,Regular Commuters
R02932,21,14,228.37,2025-04-07,4,At Risk Users
R02933,35,19,298.42,2025-03-24,6,Occasional Riders
R02934,10,23,355.07,2025-04-18,12,High‑Value Loyalists
R02935,2,23,411.27,2025-04-26,14,High‑Value Loyalists
R02936,42,14,181.87,2025-03-17,3,At Risk Users
R02937,25,23,335.25,2025-04-03,10,Regular Commuters
R02938,15,25,446.38,2025-04-13,13,High‑Value Loyalists
R02939,3,36,600.13,2025-04-25,15,High‑Value Loyalists
R02940,10,15,216.47,2025-04-18,6,Occasional Riders
R02941,24,19,301.23,2025-04-04,7,Occasional Riders
R02942,13,21,340.06,2025-04-15,10,Regular Commuters
R02943,18,21,328.72,2025-04-10,10,Regular Commuters
R02944,14,18,291.57,2025-04-14,8,Occasional Riders
R02945,20,8,139.64,2025-04-08,4,At Risk Users
R02946,36,13,188.23000000000002,2025-03-23,3,At Risk Users
R02947,12,25,380.85,2025-04-16,13,High‑Value Loyalists
R02948,1,26,378.59000000000003,2025-04-27,15,High‑Value Loyalists
R02949,20,21,313.96,2025-04-08,8,Occasional Riders
R02950,9,23,300.39,2025-04-19,11,Regular Commuters
R02951,13,28,483.56,2025-04-15,13,High‑Value Loyalists
R02952,10,15,248.46,2025-04-18,7,Occasional Riders
R02953,28,21,341.19,2025-03-31,9,Regular Commuters
R02954,43,18,307.1,2025-03-16,6,Occasional Riders
R02955,52,23,351.55,2025-03-07,9,Regular Commuters
R02956,14,18,274.75,2025-04-14,7,Occasional Riders
R02957,23,21,311.71999999999997,2025-04-05,8,Occasional Riders
R02958,33,23,344.21999999999997,2025-03-26,9,Regular Commuters
R02959,15,19,285.07,2025-04-13,7,Occasional Riders
R02960,75,12,191.95,2025-02-12,3,At Risk Users
R02961,32,14,203.7,2025-03-27,3,At Risk Users
R02962,26,23,312.11,2025-04-02,9,Regular Commuters
R02963,2,22,349.23,2025-04-26,13,High‑Value Loyalists
R02964,24,16,223.38,2025-04-04,4,At Risk Users
R02965,29,21,275.16,2025-03-30,7,Occasional Riders
R02966,17,21,353.95,2025-04-11,10,Regular Commuters
R02967,11,24,423.52,2025-04-17,12,High‑Value Loyalists
R02968,40,22,418.13,2025-03-19,10,Regular Commuters
R02969,18,20,312.95,2025-04-10,9,Regular Commuters
R02970,34,16,236.25,2025-03-25,3,At Risk Users
R02971,15,23,422.27,2025-04-13,12,High‑Value Loyalists
R02972,22,19,239.71,2025-04-06,5,At Risk Users
R02973,47,18,272.1,2025-03-12,5,At Risk Users
R02974,8,18,282.3,2025-04-20,8,Occasional Riders
R02975,54,15,208.54,2025-03-05,3,At Risk Users
R02976,15,18,265.82,2025-04-13,7,Occasional Riders
R02977,6,18,221.84,2025-04-22,7,Occasional Riders
R02978,9,11,175.17,2025-04-19,6,Occasional Riders
R02979,12,18,303.79,2025-04-16,8,Occasional Riders
R02980,42,21,340.43,2025-03-17,8,Occasional Riders
R02981,3,19,250.63,2025-04-25,9,Regular Commuters
