user_id,recency,total_trips,total_spend,avg_spend,avg_surge,total_tip,avg_tip,avg_rating_given,loyalty_status,city,avg_distance,avg_duration,active_days
R02802,4,17,265.44,15.614117647058823,1.211764705882353,2.49,0.14647058823529413,4.5,Bronze,Lagos,4.355261156634632,35.588235294117645,347
R02803,38,19,278.72,14.669473684210528,1.0578947368421054,7.220000000000001,0.38000000000000006,4.6,Gold,Nairobi,3.9440456001349693,34.36842105263158,311
R02804,31,16,257.32,16.0825,1.2375,3.5300000000000002,0.22062500000000002,5.0,Bronze,Lagos,4.181316372710931,31.4375,286
R02805,49,17,246.57,14.504117647058823,1.0470588235294118,8.43,0.49588235294117644,3.9,Gold,Cairo,3.8649699692305965,34.05882352941177,256
R02806,1,27,348.17,12.895185185185186,1.0222222222222224,12.59,0.46629629629629626,4.2,Gold,Nairobi,3.739162455323577,28.85185185185185,365
R02807,11,15,224.89,14.992666666666667,1.1266666666666665,12.33,0.822,4.4,Bronze,Lagos,3.993816995982427,27.8,336
R02808,3,22,353.78,16.08090909090909,1.2181818181818183,7.53,0.3422727272727273,5.0,Bronze,Cairo,4.539369955071368,29.09090909090909,350
R02809,2,24,375.07,15.627916666666666,1.125,13.85,0.5770833333333333,4.8,Bronze,Lagos,3.38567950424639,29.125,340
R02810,39,21,275.83,13.134761904761904,1.1523809523809523,6.97,0.33190476190476187,5.0,Bronze,Cairo,4.049856716126685,28.19047619047619,326
R02811,5,16,265.15999999999997,16.572499999999998,1.34375,5.65,0.353125,4.7,Silver,Cairo,3.86343990364693,29.3125,290
R02812,41,17,250.77,14.751176470588236,1.1058823529411765,12.96,0.7623529411764707,4.2,Silver,Cairo,4.439738869561455,29.235294117647058,304
R02813,9,24,349.89,14.57875,1.0999999999999999,6.82,0.2841666666666667,4.8,Silver,Lagos,3.508575027035242,29.25,341
R02814,5,16,250.81,15.675625,1.10625,10.89,0.680625,4.4,Bronze,Nairobi,4.83097070211057,35.5,343
R02815,18,18,257.83,14.323888888888888,1.0611111111111111,10.46,0.5811111111111111,5.0,Bronze,Nairobi,4.564010595459027,29.22222222222222,325
R02816,22,26,418.52,16.096923076923076,1.1615384615384614,15.78,0.6069230769230769,4.4,Bronze,Nairobi,4.420953242025874,33.07692307692308,332
R02817,4,18,324.77,18.042777777777776,1.161111111111111,9.22,0.5122222222222222,3.7999999999999994,Bronze,Cairo,3.729190384850836,32.77777777777778,356
R02818,14,20,291.13,14.5565,1.125,3.55,0.1775,4.6,Silver,Cairo,4.213638575350688,30.15,332
R02819,36,20,276.11,13.8055,1.075,3.19,0.1595,3.8,Bronze,Lagos,4.279401158741077,39.45,323
R02820,11,15,223.49,14.899333333333335,1.1066666666666667,5.62,0.37466666666666665,4.7,Bronze,Cairo,3.411235278054178,32.6,319
R02821,49,23,344.19,14.964782608695652,1.1217391304347826,8.59,0.3734782608695652,5.0,Platinum,Cairo,4.95108100319789,32.69565217391305,310
R02822,39,27,419.26,15.528148148148148,1.1222222222222222,28.07,1.0396296296296297,4.9,Gold,Lagos,4.622200374594477,35.407407407407405,313
R02823,22,21,311.26,14.821904761904761,1.1095238095238096,8.51,0.40523809523809523,4.4,Bronze,Cairo,3.5559829900465125,32.285714285714285,335
R02824,19,28,400.25,14.294642857142858,1.175,21.57,0.7703571428571429,4.4,Bronze,Lagos,4.53835309318743,36.392857142857146,339
R02825,6,28,470.66,16.809285714285714,1.1964285714285714,11.65,0.4160714285714286,4.4,Bronze,Lagos,3.9611161226046248,34.107142857142854,347
R02826,18,31,459.47,14.821612903225807,1.1612903225806452,7.87,0.25387096774193546,3.8,Bronze,Lagos,4.72954788190721,30.129032258064516,337
R02827,3,21,308.35,14.683333333333334,1.0666666666666667,21.7,1.0333333333333332,4.9,Gold,Lagos,4.329478331464881,32.42857142857143,357
R02828,28,21,368.77,17.56047619047619,1.2238095238095237,11.690000000000001,0.5566666666666668,4.7,Bronze,Nairobi,4.282916486023429,35.285714285714285,337
R02829,27,16,237.69,14.855625,1.075,11.66,0.72875,5.0,Bronze,Cairo,3.8142710308435865,30.4375,323
R02830,10,22,334.59999999999997,15.209090909090907,1.1090909090909091,3.23,0.14681818181818182,3.4,Bronze,Nairobi,4.465533410702165,38.18181818181818,354
R02831,2,22,320.66,14.575454545454546,1.190909090909091,5.35,0.24318181818181817,4.2,Bronze,Nairobi,4.207813204291822,38.36363636363637,345
R02832,56,20,293.86,14.693000000000001,1.15,9.79,0.48949999999999994,5.0,Silver,Cairo,3.9150412661760763,36.4,278
R02833,11,23,342.59,14.895217391304346,1.1565217391304348,5.57,0.24217391304347827,4.8,Bronze,Cairo,3.398995157627334,34.0,333
R02834,45,19,251.65,13.244736842105263,1.063157894736842,1.82,0.09578947368421054,4.7,Bronze,Nairobi,4.06768841529688,28.42105263157895,307
R02835,1,17,287.13,16.89,1.1647058823529413,11.36,0.668235294117647,3.7,Silver,Lagos,4.82276758408598,30.941176470588236,346
R02836,31,20,297.5,14.875,1.0550000000000002,19.35,0.9675,3.5,Bronze,Nairobi,4.612250560442414,36.5,328
R02837,42,12,203.56,16.963333333333335,1.1583333333333334,3.02,0.25166666666666665,4.5,Bronze,Lagos,4.270610459568915,34.75,299
R02838,3,24,422.65999999999997,17.610833333333332,1.1624999999999999,6.12,0.255,4.1,Bronze,Nairobi,4.677132344682999,32.666666666666664,346
R02839,1,23,331.17,14.398695652173913,1.091304347826087,24.89,1.0821739130434782,4.0,Bronze,Lagos,4.3262972637619574,36.47826086956522,337
R02840,7,19,280.13,14.743684210526316,1.1578947368421053,14.040000000000001,0.7389473684210527,4.9,Bronze,Lagos,4.3204405088650235,32.05263157894737,349
R02841,15,31,437.97,14.128064516129033,1.0806451612903225,22.02,0.7103225806451613,3.4,Bronze,Cairo,4.550311168587807,35.38709677419355,341
R02842,12,13,185.81,14.293076923076923,1.1538461538461537,6.51,0.5007692307692307,3.7,Bronze,Nairobi,5.181401068331534,34.69230769230769,332
R02843,8,20,332.97,16.648500000000002,1.06,2.9000000000000004,0.14500000000000002,4.3,Bronze,Cairo,4.0156388122758955,34.85,353
R02844,12,19,276.5,14.552631578947368,1.131578947368421,7.040000000000001,0.37052631578947376,4.3,Bronze,Lagos,4.006446927500116,32.8421052631579,349
R02845,13,16,217.11,13.569375,1.13125,15.41,0.963125,4.2,Gold,Nairobi,3.908459196394179,28.8125,327
R02846,31,22,391.19,17.781363636363636,1.2863636363636364,13.53,0.615,4.9,Platinum,Cairo,3.988785092509707,27.90909090909091,319
R02847,9,20,296.65,14.8325,1.155,1.9000000000000001,0.095,4.7,Bronze,Cairo,3.7121273933831405,35.75,340
R02848,15,15,216.43,14.428666666666667,1.1333333333333333,4.07,0.27133333333333337,3.8,Bronze,Lagos,4.125196046677093,33.46666666666667,297
R02849,21,13,206.84,15.910769230769231,1.3384615384615384,4.44,0.34153846153846157,4.3,Bronze,Cairo,4.2867801561232985,24.846153846153847,339
R02850,38,22,360.4,16.38181818181818,1.2181818181818183,4.95,0.225,4.5,Silver,Cairo,4.19935087776011,32.86363636363637,293
R02851,1,24,387.72,16.155,1.1166666666666667,7.8100000000000005,0.3254166666666667,4.6,Bronze,Nairobi,4.200031815889239,31.458333333333332,364
R02852,18,16,246.5,15.40625,1.1625,4.11,0.256875,4.5,Bronze,Cairo,3.5595583648320948,28.5625,289
R02853,9,24,310.2,12.924999999999999,1.0999999999999999,8.89,0.37041666666666667,3.7000000000000006,Silver,Lagos,4.120463241603937,35.958333333333336,350
R02854,8,23,362.48,15.760000000000002,1.1347826086956523,20.15,0.8760869565217391,5.0,Bronze,Cairo,4.081921257013607,28.434782608695652,347
R02855,3,19,296.45,15.602631578947367,1.1526315789473685,2.84,0.14947368421052631,4.6,Bronze,Nairobi,5.256223947361325,36.526315789473685,354
R02856,32,16,251.54000000000002,15.721250000000001,1.13125,14.18,0.88625,4.5,Silver,Cairo,3.7796365858155863,28.875,328
R02857,36,19,289.79,15.252105263157896,1.1526315789473685,5.23,0.2752631578947369,5.0,Bronze,Nairobi,4.659249037794785,27.42105263157895,313
R02858,24,18,271.58,15.087777777777777,1.1277777777777778,13.73,0.7627777777777778,5.0,Gold,Nairobi,3.5879530378890885,37.611111111111114,332
R02859,4,14,249.23,17.802142857142858,1.1,16.0,1.1428571428571428,4.0,Bronze,Cairo,4.17530100269479,36.714285714285715,232
R02860,16,24,309.16,12.881666666666668,1.0791666666666666,3.86,0.16083333333333333,4.4,Bronze,Nairobi,4.204444427871616,31.375,346
R02861,2,13,192.76,14.827692307692306,1.1615384615384614,9.04,0.6953846153846153,4.2,Bronze,Nairobi,4.176216826245432,43.76923076923077,348
R02862,9,22,337.04,15.32,1.1454545454545455,2.3200000000000003,0.10545454545454547,4.4,Bronze,Cairo,3.3113118971993583,36.81818181818182,350
R02863,17,26,352.58,13.56076923076923,1.1076923076923078,17.75,0.6826923076923077,4.8,Bronze,Lagos,4.598098341866311,29.692307692307693,309
R02864,29,22,380.65,17.302272727272726,1.1818181818181819,3.42,0.15545454545454546,5.0,Bronze,Nairobi,4.189110155244844,31.545454545454547,325
R02865,9,24,374.27,15.594583333333333,1.1916666666666667,25.39,1.0579166666666666,4.4,Platinum,Cairo,3.9840217382728906,28.416666666666668,346
R02866,7,25,370.54,14.8216,1.1320000000000001,7.16,0.2864,3.7,Bronze,Nairobi,4.054738788741436,33.48,356
R02867,17,15,258.72,17.248,1.2266666666666666,10.350000000000001,0.6900000000000001,4.8,Gold,Lagos,3.8251295962943006,32.93333333333333,282
R02868,53,26,421.27,16.202692307692306,1.1807692307692308,4.24,0.1630769230769231,4.1,Silver,Nairobi,4.58410590699018,35.30769230769231,312
R02869,7,23,379.36,16.493913043478262,1.1565217391304348,6.08,0.2643478260869565,5.0,Silver,Nairobi,3.9221252678031817,25.565217391304348,346
R02870,4,14,211.07,15.07642857142857,1.0714285714285714,3.89,0.27785714285714286,4.2,Bronze,Nairobi,5.108346400256045,34.357142857142854,355
R02871,6,15,229.88,15.325333333333333,1.16,2.88,0.192,4.1,Bronze,Cairo,4.5067670800588955,40.8,338
R02872,14,13,185.14,14.241538461538461,1.0846153846153845,4.0,0.3076923076923077,4.3,Bronze,Nairobi,4.363096813101933,32.84615384615385,302
R02873,31,23,341.02,14.82695652173913,1.0782608695652174,8.29,0.3604347826086956,3.6,Bronze,Lagos,4.161245417723409,31.565217391304348,335
R02874,24,27,407.13,15.078888888888889,1.1481481481481481,8.64,0.32,4.2,Bronze,Cairo,3.3080344428753614,33.81481481481482,340
R02875,1,18,259.67,14.426111111111112,1.1111111111111112,2.33,0.12944444444444445,4.0,Bronze,Cairo,4.176687667987767,39.666666666666664,363
R02876,27,29,393.15999999999997,13.557241379310344,1.1137931034482758,7.86,0.2710344827586207,5.0,Bronze,Nairobi,4.080699012175823,32.827586206896555,333
R02877,9,22,335.99,15.272272727272728,1.0954545454545455,17.41,0.7913636363636364,4.4,Gold,Nairobi,3.803402999605399,23.636363636363637,349
R02878,1,20,273.13,13.6565,1.095,8.0,0.4,4.0,Bronze,Cairo,4.0707141037024055,26.65,365
R02879,19,20,333.96,16.698,1.275,2.32,0.11599999999999999,4.3,Silver,Nairobi,4.632326731635851,27.15,346
R02880,37,15,260.71,17.380666666666666,1.2133333333333334,4.7,0.31333333333333335,4.6,Gold,Cairo,4.005477924191135,32.06666666666667,314
R02881,6,18,321.72,17.873333333333335,1.1777777777777778,5.57,0.30944444444444447,3.5999999999999996,Silver,Lagos,3.8639880274360183,23.0,355
R02882,27,22,318.41,14.47318181818182,1.0999999999999999,18.939999999999998,0.8609090909090908,4.8,Gold,Cairo,4.008590338313355,34.0,325
R02883,1,19,297.26,15.645263157894737,1.1368421052631579,4.26,0.22421052631578947,4.6,Bronze,Cairo,3.9742174911635746,34.578947368421055,330
R02884,22,21,324.51,15.452857142857143,1.1571428571428573,14.57,0.6938095238095239,4.9,Bronze,Cairo,3.7844077943339847,36.142857142857146,324
R02885,19,15,289.0,19.266666666666666,1.1933333333333331,10.19,0.6793333333333333,4.4,Bronze,Nairobi,4.37614171694476,35.46666666666667,340
R02886,9,17,243.21,14.306470588235294,1.1411764705882352,4.68,0.2752941176470588,3.8,Bronze,Cairo,3.7092267388428106,37.23529411764706,347
R02887,6,18,260.62,14.47888888888889,1.1055555555555554,1.76,0.09777777777777778,4.4,Bronze,Lagos,3.4869494645365102,34.77777777777778,343
R02888,11,14,186.6,13.328571428571427,1.0142857142857142,6.99,0.4992857142857143,4.1,Silver,Lagos,3.929324715175754,27.285714285714285,351
R02889,6,19,324.1,17.057894736842105,1.2,4.3,0.2263157894736842,4.9,Silver,Lagos,4.6926236129242955,37.05263157894737,353
R02890,50,19,267.52,14.079999999999998,1.0789473684210527,5.76,0.30315789473684207,4.3,Bronze,Nairobi,3.8694458642678793,41.05263157894737,315
R02891,53,20,283.54,14.177000000000001,1.04,21.43,1.0715,5.0,Gold,Nairobi,4.434612593842817,31.7,303
R02892,60,20,297.6,14.88,1.135,6.8100000000000005,0.3405,4.8,Bronze,Cairo,3.8737297507224953,32.2,305
R02893,4,26,398.75,15.336538461538462,1.1846153846153846,10.42,0.40076923076923077,4.9,Bronze,Nairobi,4.823336864444581,32.34615384615385,352
R02894,78,19,260.9,13.731578947368419,1.068421052631579,7.5600000000000005,0.3978947368421053,5.0,Silver,Nairobi,3.715614284812185,24.31578947368421,285
R02895,56,22,378.44,17.201818181818183,1.2045454545454546,5.43,0.2468181818181818,3.8,Bronze,Lagos,4.075648773302652,32.77272727272727,305
R02896,11,27,450.86,16.69851851851852,1.137037037037037,16.07,0.5951851851851852,4.1,Gold,Lagos,4.151820372789166,32.074074074074076,348
R02897,8,16,217.44,13.59,1.15,3.37,0.210625,5.0,Silver,Nairobi,3.912947309917304,26.625,337
R02898,4,19,324.84999999999997,17.09736842105263,1.2473684210526315,10.040000000000001,0.528421052631579,4.4,Platinum,Lagos,4.183706954860216,33.526315789473685,308
R02899,5,23,332.77,14.468260869565217,1.1565217391304348,24.78,1.077391304347826,5.0,Silver,Nairobi,4.581574599454937,36.08695652173913,341
R02900,8,17,266.16,15.656470588235296,1.1823529411764706,9.32,0.548235294117647,4.3,Bronze,Lagos,4.003886077219949,37.411764705882355,344
R02901,20,20,253.09,12.6545,1.0150000000000001,6.8,0.33999999999999997,4.4,Bronze,Lagos,4.728260567184765,33.25,339
R02902,32,16,267.5,16.71875,1.25,8.42,0.52625,3.6,Bronze,Lagos,4.416515869323158,27.4375,313
R02903,21,21,297.38,14.16095238095238,1.1285714285714286,2.4699999999999998,0.11761904761904761,5.0,Bronze,Cairo,3.8280818764253732,33.904761904761905,273
R02904,3,16,256.17,16.010625,1.1875,8.98,0.56125,4.5,Bronze,Lagos,4.520825526445766,35.75,352
R02905,43,19,286.39,15.073157894736841,1.0999999999999999,6.8999999999999995,0.36315789473684207,4.4,Silver,Cairo,3.8575063881689684,37.94736842105263,309
R02906,21,22,368.81,16.76409090909091,1.190909090909091,15.219999999999999,0.6918181818181818,4.2,Bronze,Cairo,3.879085117447657,36.36363636363637,332
R02907,11,18,341.64,18.98,1.2888888888888888,6.07,0.33722222222222226,4.2,Bronze,Lagos,4.971666266151694,27.333333333333332,323
R02908,20,21,321.21,15.295714285714284,1.061904761904762,6.14,0.29238095238095235,4.7,Silver,Nairobi,3.860213929792036,29.666666666666668,346
R02909,9,18,312.17,17.34277777777778,1.1888888888888889,17.44,0.9688888888888889,5.0,Gold,Nairobi,4.0359431311655705,32.44444444444444,343
R02910,47,13,207.3,15.946153846153846,1.169230769230769,11.89,0.9146153846153846,4.3,Gold,Cairo,3.8748550322514603,27.76923076923077,293
R02911,6,18,267.05,14.836111111111112,1.1722222222222223,5.91,0.32833333333333337,4.1,Silver,Lagos,4.4358026285968215,31.944444444444443,357
R02912,5,11,166.35,15.122727272727273,1.1363636363636365,6.4799999999999995,0.589090909090909,3.8,Silver,Cairo,3.065781055527287,37.0,338
R02913,4,25,392.18,15.6872,1.192,8.629999999999999,0.34519999999999995,5.0,Bronze,Cairo,3.9229614622594737,32.4,346
R02914,29,19,333.03,17.527894736842104,1.1210526315789473,14.520000000000001,0.7642105263157896,4.0,Bronze,Lagos,5.0131087164845765,31.05263157894737,297
R02915,49,13,194.57,14.966923076923077,1.2538461538461538,5.12,0.39384615384615385,4.9,Bronze,Lagos,4.408019680845867,29.307692307692307,285
R02916,4,18,243.25,13.51388888888889,1.0777777777777777,2.67,0.14833333333333332,4.6,Bronze,Lagos,4.708361313344625,27.38888888888889,360
R02917,32,22,282.88,12.858181818181817,1.0954545454545455,8.55,0.38863636363636367,4.5,Bronze,Nairobi,4.325856621101308,31.09090909090909,316
R02918,33,21,318.09999999999997,15.147619047619045,1.1333333333333333,14.28,0.6799999999999999,4.5,Bronze,Nairobi,4.523475431373788,33.57142857142857,328
R02919,48,22,371.53,16.887727272727272,1.1272727272727272,17.68,0.8036363636363636,5.0,Bronze,Nairobi,3.911000991972071,38.13636363636363,311
R02920,65,17,284.01,16.706470588235295,1.1705882352941175,5.14,0.30235294117647055,5.0,Silver,Nairobi,4.412100089156506,37.35294117647059,300
R02921,15,19,291.47,15.340526315789475,1.1789473684210525,15.020000000000001,0.7905263157894737,5.0,Silver,Nairobi,4.023927050302767,28.68421052631579,348
R02922,46,16,284.81,17.800625,1.09375,10.68,0.6675,4.4,Bronze,Cairo,4.150558061667289,22.625,311
R02923,19,19,272.25,14.328947368421053,1.0947368421052632,19.88,1.046315789473684,4.3,Platinum,Cairo,4.267802715187103,31.789473684210527,327
R02924,43,16,259.57,16.223125,1.175,2.91,0.181875,5.0,Bronze,Cairo,4.671277088252342,28.9375,314
R02925,25,21,300.68,14.318095238095239,1.0857142857142859,11.09,0.5280952380952381,4.4,Bronze,Cairo,3.7004036239111078,32.714285714285715,335
R02926,2,18,237.94,13.21888888888889,1.1277777777777778,2.48,0.13777777777777778,4.6,Bronze,Cairo,3.2810991704219914,35.111111111111114,354
R02927,4,12,188.6,15.716666666666667,1.0916666666666666,9.379999999999999,0.7816666666666666,3.6,Bronze,Nairobi,3.928930010453825,32.166666666666664,282
R02928,53,15,250.02,16.668,1.0733333333333335,3.36,0.224,3.7,Bronze,Lagos,4.3082665325158365,21.533333333333335,307
R02929,11,18,267.18,14.843333333333334,1.1555555555555557,9.42,0.5233333333333333,3.7000000000000006,Bronze,Nairobi,4.831612264909724,34.72222222222222,337
R02930,8,14,221.78,15.84142857142857,1.1500000000000001,16.09,1.1492857142857142,5.0,Gold,Lagos,4.064902339737355,28.428571428571427,348
R02931,17,23,344.17,14.96391304347826,1.1391304347826086,14.33,0.6230434782608696,5.0,Bronze,Lagos,4.41189826127078,32.130434782608695,323
R02932,21,14,228.37,16.312142857142856,1.2142857142857142,6.15,0.43928571428571433,4.5,Silver,Nairobi,3.869978339316667,31.714285714285715,342
R02933,35,19,298.42,15.706315789473685,1.1631578947368422,10.08,0.5305263157894737,4.3,Bronze,Lagos,3.7822391846705816,25.05263157894737,330
R02934,10,23,355.07,15.437826086956521,1.117391304347826,5.41,0.23521739130434782,4.1,Bronze,Lagos,4.060000838443947,31.347826086956523,351
R02935,2,23,411.27,17.881304347826084,1.126086956521739,28.47,1.2378260869565216,4.8,Platinum,Nairobi,4.960842367101141,30.91304347826087,362
R02936,42,14,181.87,12.990714285714287,1.1,4.0,0.2857142857142857,4.7,Silver,Nairobi,4.058449593336291,37.92857142857143,312
R02937,25,23,335.25,14.576086956521738,1.1608695652173913,13.77,0.5986956521739131,5.0,Platinum,Cairo,3.9707694560657623,32.78260869565217,327
R02938,15,25,446.38,17.8552,1.16,10.43,0.4172,4.4,Silver,Cairo,3.9664511602883965,33.44,337
R02939,3,36,600.13,16.670277777777777,1.1277777777777778,14.31,0.3975,4.1,Bronze,Lagos,4.496885479167517,34.27777777777778,358
R02940,10,15,216.47,14.431333333333333,1.2133333333333334,4.64,0.3093333333333333,3.3,Silver,Lagos,4.317588213907218,32.06666666666667,336
R02941,24,19,301.23,15.854210526315791,1.0789473684210527,11.45,0.6026315789473684,4.7,Silver,Nairobi,4.087818058411681,32.73684210526316,320
R02942,13,21,340.06,16.193333333333335,1.2,7.12,0.33904761904761904,4.8,Bronze,Cairo,3.704560287617913,26.80952380952381,344
R02943,18,21,328.72,15.653333333333334,1.0952380952380953,5.25,0.25,4.9,Bronze,Cairo,3.572443630988143,32.666666666666664,344
R02944,14,18,291.57,16.198333333333334,1.2277777777777779,7.88,0.43777777777777777,5.0,Silver,Nairobi,5.10611862501458,32.166666666666664,316
R02945,20,8,139.64,17.455,1.3375,1.23,0.15375,4.3,Bronze,Cairo,3.239914000479004,23.625,335
R02946,36,13,188.23000000000002,14.479230769230771,1.1538461538461537,0.9,0.06923076923076923,4.4,Bronze,Cairo,4.253876850696978,28.46153846153846,323
R02947,12,25,380.85,15.234000000000002,1.1360000000000001,17.43,0.6972,4.0,Silver,Nairobi,4.641383966200021,31.28,331
R02948,1,26,378.59000000000003,14.561153846153847,1.1423076923076922,8.79,0.33807692307692305,3.8,Bronze,Nairobi,4.402516305548503,29.192307692307693,330
R02949,20,21,313.96,14.95047619047619,1.1,17.740000000000002,0.8447619047619048,5.0,Gold,Cairo,3.883850612646351,31.095238095238095,345
R02950,9,23,300.39,13.060434782608695,1.1391304347826086,10.69,0.46478260869565213,4.1,Gold,Nairobi,4.547232906535254,30.695652173913043,346
R02951,13,28,483.56,17.27,1.175,5.74,0.20500000000000002,4.6,Bronze,Cairo,4.164525226722792,37.464285714285715,341
R02952,10,15,248.46,16.564,1.1,5.55,0.37,4.1,Silver,Nairobi,4.244218813154083,32.8,335
R02953,28,21,341.19,16.247142857142858,1.2476190476190476,4.46,0.2123809523809524,4.4,Bronze,Lagos,4.574403576870829,42.476190476190474,312
R02954,43,18,307.1,17.061111111111114,1.2277777777777779,3.89,0.21611111111111111,4.9,Silver,Lagos,4.329771600688294,32.388888888888886,304
R02955,52,23,351.55,15.284782608695652,1.126086956521739,10.66,0.46347826086956523,4.7,Silver,Lagos,4.570578061150615,34.47826086956522,283
R02956,14,18,274.75,15.26388888888889,1.1277777777777778,3.93,0.21833333333333335,5.0,Silver,Nairobi,4.054996878058428,36.166666666666664,325
R02957,23,21,311.71999999999997,14.843809523809522,1.0761904761904764,7.83,0.3728571428571429,4.1,Bronze,Nairobi,3.5665733869782463,30.0,325
R02958,33,23,344.21999999999997,14.966086956521737,1.1347826086956523,16.72,0.7269565217391304,3.4,Bronze,Nairobi,4.177632940105334,33.73913043478261,303
R02959,15,19,285.07,15.003684210526316,1.1421052631578947,12.36,0.6505263157894736,4.6,Silver,Nairobi,4.0278500378095465,34.10526315789474,320
R02960,75,12,191.95,15.995833333333332,1.05,14.11,1.1758333333333333,4.0,Bronze,Lagos,4.559491237074476,34.416666666666664,289
R02961,32,14,203.7,14.549999999999999,1.1785714285714286,8.530000000000001,0.6092857142857143,4.5,Silver,Cairo,3.7970118640420947,26.428571428571427,263
R02962,26,23,312.11,13.57,1.117391304347826,13.18,0.5730434782608695,5.0,Bronze,Nairobi,4.1743752903137255,27.565217391304348,339
R02963,2,22,349.23,15.87409090909091,1.1090909090909091,2.0,0.09090909090909091,4.3,Bronze,Nairobi,3.463524450741919,35.27272727272727,314
R02964,24,16,223.38,13.96125,1.05625,3.02,0.18875,3.7,Bronze,Nairobi,4.7364430451710335,36.4375,338
R02965,29,21,275.16,13.102857142857143,1.0714285714285714,6.34,0.3019047619047619,4.2,Bronze,Cairo,4.015943096910654,34.95238095238095,323
R02966,17,21,353.95,16.854761904761904,1.0904761904761904,4.77,0.22714285714285712,4.5,Bronze,Lagos,4.225632877771842,32.61904761904762,342
R02967,11,24,423.52,17.646666666666665,1.1791666666666667,9.34,0.38916666666666666,4.1,Bronze,Lagos,4.370325280809488,27.583333333333332,331
R02968,40,22,418.13,19.00590909090909,1.190909090909091,14.01,0.6368181818181818,4.1,Platinum,Cairo,3.7857971092649874,26.681818181818183,311
R02969,18,20,312.95,15.647499999999999,1.1199999999999999,5.99,0.2995,4.3,Silver,Nairobi,3.9114679183653847,30.95,296
R02970,34,16,236.25,14.765625,1.16875,3.8,0.2375,5.0,Gold,Nairobi,4.361156939835071,29.3125,326
R02971,15,23,422.27,18.359565217391303,1.173913043478261,13.2,0.5739130434782609,5.0,Gold,Nairobi,3.769994287083721,35.56521739130435,346
R02972,22,19,239.71,12.616315789473685,1.0315789473684212,4.42,0.2326315789473684,5.0,Silver,Cairo,4.545948439003721,26.105263157894736,336
R02973,47,18,272.1,15.116666666666667,1.1722222222222223,8.55,0.47500000000000003,3.2,Silver,Lagos,4.773754904812923,27.5,306
R02974,8,18,282.3,15.683333333333334,1.1333333333333333,21.39,1.1883333333333335,4.3,Gold,Cairo,3.711812441605197,38.22222222222222,339
R02975,54,15,208.54,13.902666666666667,1.1933333333333331,10.41,0.6940000000000001,4.9,Bronze,Lagos,4.410899436651859,34.0,297
R02976,15,18,265.82,14.767777777777777,1.1333333333333333,10.18,0.5655555555555556,4.2,Bronze,Lagos,4.032359573793412,35.5,347
R02977,6,18,221.84,12.324444444444445,1.0222222222222221,1.7399999999999998,0.09666666666666665,4.4,Bronze,Nairobi,4.968343489359809,26.5,337
R02978,9,11,175.17,15.924545454545454,1.1727272727272728,1.17,0.10636363636363635,3.7,Silver,Cairo,3.180286311647012,40.27272727272727,348
R02979,12,18,303.79,16.877222222222223,1.1777777777777778,8.46,0.47000000000000003,4.5,Bronze,Nairobi,3.9436230565939243,35.44444444444444,319
R02980,42,21,340.43,16.21095238095238,1.1142857142857143,8.209999999999999,0.3909523809523809,5.0,Bronze,Lagos,3.8319376594826915,31.38095238095238,288
R02981,3,19,250.63,13.191052631578946,1.0999999999999999,20.57,1.0826315789473684,4.7,Bronze,Nairobi,4.261315647640141,30.842105263157894,312
R02982,10,24,399.56,16.648333333333333,1.1583333333333334,18.64,0.7766666666666667,3.6,Bronze,Lagos,4.0065256205094935,30.041666666666668,347
R02983,13,19,350.90999999999997,18.468947368421052,1.2157894736842105,1.18,0.06210526315789473,4.6,Bronze,Nairobi,4.650980346327528,29.94736842105263,335
R02984,10,16,277.27,17.329375,1.175,3.95,0.246875,3.9,Bronze,Nairobi,4.931532529032428,32.1875,285
R02985,17,19,261.43,13.759473684210526,1.1473684210526316,5.41,0.2847368421052632,4.1,Bronze,Lagos,3.820658248111218,32.31578947368421,335
R02986,3,19,274.78,14.462105263157893,1.0947368421052632,4.37,0.23,4.6,Bronze,Nairobi,4.044081590399051,37.73684210526316,361
R02987,9,26,391.88,15.072307692307692,1.1153846153846154,15.830000000000002,0.6088461538461539,4.6,Bronze,Nairobi,4.440768690212166,28.384615384615383,357
R02988,30,23,338.42,14.71391304347826,1.1956521739130435,11.21,0.4873913043478261,5.0,Gold,Lagos,4.625748930599022,35.17391304347826,320
R02989,14,18,272.44,15.135555555555555,1.0722222222222222,9.3,0.5166666666666667,5.0,Bronze,Cairo,3.9172257262030237,30.77777777777778,337
R02990,3,24,364.26,15.1775,1.1333333333333333,6.57,0.27375,4.1,Silver,Cairo,3.9984766862060592,28.083333333333332,359
R02991,9,20,320.8,16.04,1.185,17.08,0.8539999999999999,4.2,Gold,Cairo,4.552758525245098,26.25,348
R02992,13,15,243.97,16.264666666666667,1.2533333333333334,15.540000000000001,1.036,4.0,Gold,Cairo,3.627091244900783,31.066666666666666,348
R02993,11,24,350.06,14.585833333333333,1.1208333333333333,17.34,0.7225,5.0,Bronze,Cairo,3.6384248086282622,34.583333333333336,351
R02994,6,27,446.86,16.55037037037037,1.137037037037037,21.06,0.7799999999999999,4.6,Gold,Lagos,5.036992741003818,34.925925925925924,347
R02995,4,22,331.96999999999997,15.089545454545453,1.1136363636363635,11.51,0.5231818181818182,4.9,Bronze,Nairobi,4.315967436649966,28.681818181818183,358
